"","id","birth_year","education","marital_status","income","kids_in_home","teens_in_home","cust_enrollment_date","days_since_last_purchase","fruit_purchases","meat_purchases","fish_purchases","candy_purchases","sale_purchases","web_purchases","catalog_purchases","in_store_purchases","web_visits_monthly","complaint","marketing_cost_z_score","revenue_z_score"
"1087",6001,1979,"Graduation","Married",56775,0,1,"02-01-2013",62,35,160,58,35,2,5,8,10,5,0,3,11
"1088",5538,1975,"Graduation","Divorced",83829,0,0,"08-10-2013",78,161,430,186,161,0,4,7,6,1,0,3,11
"1089",10552,1979,"2n Cycle","Married",54210,0,1,"20-05-2013",18,54,109,80,9,2,4,1,7,5,0,3,11
"1090",1545,1986,"Graduation","Married",38508,1,0,"02-08-2013",95,19,206,25,19,6,7,2,5,8,0,3,11
"1091",7409,1970,"Graduation","Together",53187,1,0,"26-10-2013",66,2,30,7,7,2,4,1,6,5,0,3,11
"1092",4444,1972,"Graduation","Married",30023,1,0,"24-03-2014",28,0,16,7,6,1,2,0,3,8,0,3,11
"1093",146,1960,"PhD","Single",76045,0,0,"15-11-2013",78,53,400,17,93,1,4,5,11,2,0,3,11
"1094",6271,1952,"PhD","Married",50870,0,1,"19-06-2014",13,0,8,0,0,1,2,0,3,5,0,3,11
"1095",10065,1970,"2n Cycle","Married",15315,0,0,"03-08-2013",27,4,13,15,8,2,2,0,4,5,0,3,11
"1096",4741,1974,"2n Cycle","Married",65463,1,0,"30-01-2014",17,32,70,21,32,2,6,2,9,5,0,3,11
"1097",246,1965,"Graduation","Married",66480,1,1,"31-05-2014",71,9,57,20,21,7,4,1,7,4,0,3,11
"1098",375,1954,"Graduation","Divorced",76773,0,0,"25-02-2013",79,56,449,86,33,1,2,2,11,1,0,3,11
"1099",1524,1983,"2n Cycle","Single",81698,0,0,"01-03-2013",1,45,115,30,160,1,8,2,5,5,0,3,11
"1100",10022,1973,"PhD","Single",54466,1,1,"09-02-2014",78,0,4,0,0,1,1,0,2,5,0,3,11
"1101",7451,1960,"Master","Single",98777,0,0,"17-02-2014",23,19,711,125,115,0,4,6,9,1,0,3,11
"1102",11010,1984,"PhD","Single",16269,1,0,"30-08-2013",75,3,18,3,1,3,3,0,3,8,0,3,11
"1103",4356,1971,"Graduation","Together",71819,0,1,"28-08-2013",70,28,140,0,14,3,3,3,5,6,0,3,11
"1104",3885,1983,"PhD","Married",33569,1,0,"16-10-2013",10,2,18,3,0,1,1,1,2,8,0,3,11
"1105",1175,1983,"Master","Married",36262,0,0,"20-09-2013",24,39,54,64,28,1,3,5,3,6,0,3,11
"1106",880,1966,"Basic","Together",22634,0,0,"16-01-2013",47,23,11,8,6,1,2,1,2,8,0,3,11
"1107",2320,1978,"2n Cycle","Married",47025,0,1,"12-09-2013",98,11,59,23,5,5,11,1,6,9,0,3,11
"1108",850,1968,"Graduation","Single",70566,0,1,"06-10-2013",4,28,215,84,28,2,6,5,9,3,0,3,11
"1109",4713,1979,"PhD","Married",31605,1,0,"22-11-2012",15,0,42,2,1,2,2,1,4,7,0,3,11
"1110",675,1973,"Master","Divorced",52034,1,1,"17-05-2013",67,0,93,7,13,5,4,2,5,7,0,3,11
"1111",5025,1979,"Graduation","Single",48526,1,0,"24-12-2013",32,17,23,43,20,1,2,1,4,3,0,3,11
"1112",2308,1954,"Graduation","Married",46734,0,1,"18-11-2012",40,5,137,26,23,2,6,1,5,7,0,3,11
"1113",5995,1962,"Graduation","Divorced",39552,1,1,"18-12-2012",54,3,147,4,24,7,6,2,5,8,0,3,11
"1114",6749,1966,"Graduation","Single",86358,1,1,"08-08-2012",78,47,494,82,47,4,5,3,6,8,0,3,11
"1115",1010,1977,"Graduation","Together",46931,2,1,"24-04-2014",94,0,17,3,1,2,1,1,3,3,0,3,11
"1116",8977,1985,"Basic","Single",16581,0,0,"12-01-2013",51,3,4,2,3,1,0,0,3,4,0,3,11
"1117",4756,1952,"2n Cycle","Divorced",63998,0,0,"20-12-2013",42,29,818,0,33,1,7,6,11,4,0,3,11
"1118",3412,1951,"Master","Married",67381,0,1,"15-01-2013",67,8,53,11,0,4,2,2,9,7,0,3,11
"1119",606,1967,"Graduation","Single",25930,1,1,"10-10-2013",87,1,2,2,0,1,1,0,2,7,0,3,11
"1120",5961,1978,"Graduation","Married",42693,1,0,"07-06-2014",29,4,20,6,3,1,1,0,3,5,0,3,11
"1121",2975,1976,"Graduation","Together",85606,0,1,"12-11-2012",89,42,864,219,30,2,6,7,9,3,0,3,11
"1122",2894,1985,"Graduation","Single",72903,0,0,"29-10-2013",74,138,750,0,19,1,7,5,8,4,0,3,11
"1123",7613,1974,"2n Cycle","Together",49669,1,0,"24-05-2014",97,5,107,11,8,2,5,1,6,6,0,3,11
"1124",10542,1968,"PhD","Married",36778,1,1,"05-08-2012",63,4,34,2,4,3,3,0,3,9,0,3,11
"1125",8015,1962,"PhD","Divorced",85696,0,0,"03-05-2013",88,76,395,116,0,1,4,6,9,1,0,3,11
"1126",10617,1989,"Master","Divorced",10979,0,0,"22-05-2014",34,4,10,2,2,2,3,0,3,5,0,3,11
"1127",11166,1961,"Graduation","Married",49678,0,1,"02-02-2013",81,5,56,3,2,2,6,2,4,7,0,3,11
"1128",849,1953,"Master","Together",56129,0,1,"20-06-2013",65,48,133,39,72,4,6,2,10,4,0,3,11
"1129",523,1989,"Graduation","Married",37155,1,0,"31-01-2013",51,0,26,7,15,1,2,0,4,5,0,3,11
"1130",4066,1978,"2n Cycle","Divorced",21282,1,0,"11-05-2014",76,5,8,4,8,2,2,1,2,6,0,3,11
"1131",8414,1962,"PhD","Single",33419,0,1,"17-08-2013",76,0,12,0,0,2,2,0,4,7,0,3,11
"1132",819,1945,"Graduation","Widow",63285,0,0,"05-11-2013",84,124,249,50,38,1,6,5,13,3,0,3,11
"1133",4961,1974,"Master","Together",21255,1,0,"21-01-2014",56,0,25,2,2,4,2,1,4,4,0,3,11
"1134",749,1981,"Graduation","Together",42162,1,0,"19-11-2013",31,7,59,2,4,2,3,1,3,6,0,3,11
"1135",5430,1956,"Graduation","Together",54450,1,1,"14-09-2012",0,0,171,8,19,12,9,2,8,8,0,3,11
"1136",7755,1954,"PhD","Married",57744,0,1,"12-11-2013",91,3,39,0,0,2,9,1,4,8,0,3,11
"1137",10525,1986,"Graduation","Single",26576,1,0,"13-10-2012",40,0,8,0,0,1,1,0,2,9,0,3,11
"1138",1453,1943,"PhD","Widow",57513,0,0,"06-07-2013",59,40,183,52,20,2,9,3,13,6,0,3,11
"1139",8310,1964,"Graduation","Together",68142,0,1,"29-08-2012",96,126,196,91,112,3,10,4,7,6,0,3,11
"1140",10710,1979,"Graduation","Married",7500,0,1,"29-08-2012",61,2,3,3,0,1,1,0,2,8,0,3,11
"1141",5031,1974,"Graduation","Together",83145,0,0,"22-09-2012",14,35,731,39,137,1,5,9,11,2,0,3,11
"1142",2613,1960,"Master","Married",54197,0,1,"03-04-2014",16,6,37,6,13,2,1,3,6,1,0,3,11
"1143",213,1963,"PhD","Single",23091,1,1,"28-05-2014",98,0,11,0,0,4,2,1,3,7,0,3,11
"1144",967,1976,"Graduation","Married",46049,1,1,"21-07-2013",11,9,112,19,14,10,5,2,9,7,0,3,11
"1145",1077,1974,"Graduation","Together",56715,0,0,"05-12-2012",52,105,239,237,172,1,7,3,4,4,0,3,11
"1146",7959,1961,"Graduation","Married",79410,0,0,"29-05-2014",19,80,483,123,13,1,3,2,5,1,0,3,11
"1147",640,1951,"Graduation","Married",57304,0,1,"11-03-2013",61,80,329,138,17,2,7,6,10,5,0,3,11
"1148",4252,1965,"Graduation","Married",44375,0,1,"23-03-2014",73,5,28,7,7,1,4,1,6,5,0,3,11
"1149",8432,1956,"Graduation","Together",54450,1,1,"14-09-2012",0,0,171,8,19,12,9,2,8,8,0,3,11
"1150",6218,1965,"Graduation","Married",59594,0,1,"20-10-2012",74,4,29,0,0,1,8,1,7,7,0,3,11
"1151",6905,1994,"Graduation","Together",80685,0,0,"22-08-2012",55,45,604,34,26,1,6,4,10,2,0,3,11
"1152",5922,1974,"PhD","Married",40344,0,1,"13-10-2013",48,0,6,0,0,2,4,1,5,7,0,3,11
"1153",3598,1972,"Graduation","Married",62710,0,1,"23-05-2013",53,35,83,7,29,4,4,2,12,4,0,3,11
"1154",6116,1968,"2n Cycle","Married",48985,0,1,"05-07-2013",13,13,18,10,7,1,1,1,3,3,0,3,11
"1155",6263,1968,"Graduation","Together",35322,1,2,"22-08-2012",34,9,37,12,7,3,2,0,4,8,0,3,11
"1156",10486,1948,"Graduation","Married",77142,0,0,"29-05-2013",54,75,162,29,151,1,4,4,8,2,0,3,11
"1157",2410,1969,"Graduation","Single",81657,0,0,"22-01-2014",69,40,425,158,60,1,3,4,8,1,0,3,11
"1158",193,1996,"Basic","Married",14421,0,0,"17-02-2014",81,0,2,3,3,1,1,0,2,5,0,3,11
"1159",3363,1974,"2n Cycle","Married",20130,0,0,"17-03-2014",99,6,3,7,6,1,1,0,3,8,0,3,11
"1160",8278,1990,"PhD","Married",74214,0,0,"26-08-2012",3,83,547,86,99,1,8,2,5,5,0,3,11
"1161",10660,1957,"Master","Married",66726,1,1,"12-01-2014",61,7,35,0,0,3,8,2,4,7,0,3,11
"1162",8686,1979,"Basic","Together",23724,1,0,"08-01-2013",65,23,15,0,18,2,2,0,3,8,0,3,11
"1163",1604,1960,"Master","Married",47353,0,1,"13-11-2013",93,2,19,8,8,3,2,2,6,5,0,3,11
"1164",5907,1952,"Master","Married",33444,1,1,"03-11-2012",24,0,8,0,0,1,1,0,2,8,0,3,11
"1165",10669,1981,"Graduation","Married",54386,0,1,"17-05-2013",8,21,64,62,21,2,3,2,10,3,0,3,11
"1166",2918,1981,"Graduation","Divorced",28510,1,1,"13-04-2013",72,5,19,0,4,3,2,0,4,5,0,3,11
"1167",5735,1991,"Master","Single",90638,0,0,"13-02-2014",29,120,915,94,144,1,3,4,10,1,0,3,11
"1168",359,1950,"Graduation","Together",48070,0,1,"13-01-2013",33,14,83,6,9,3,8,2,6,7,1,3,11
"1169",8387,1957,"Graduation","Married",43140,0,1,"05-01-2013",68,8,76,6,0,1,4,1,5,6,0,3,11
"1170",1829,1961,"PhD","Divorced",54959,0,1,"19-01-2013",55,0,60,0,0,3,9,5,4,7,0,3,11
"1171",3839,1958,"Basic","Single",15056,1,1,"03-05-2013",76,12,3,21,6,5,2,2,3,5,0,3,11
"1172",9392,1971,"Graduation","Single",26954,1,0,"08-05-2014",17,1,11,0,0,1,1,0,2,7,0,3,11
"1173",2292,1985,"Graduation","Single",22327,1,0,"02-08-2013",94,4,8,2,0,1,1,0,3,5,0,3,11
"1174",10466,1965,"Graduation","Married",44393,1,1,"22-08-2013",86,2,20,2,2,2,1,0,4,4,0,3,11
"1175",9855,1952,"PhD","Single",62000,0,1,"25-08-2013",25,0,101,0,0,1,6,6,13,4,0,3,11
"1176",4088,1962,"PhD","Together",31497,0,1,"06-12-2012",22,1,28,13,1,2,3,1,4,8,0,3,11
"1177",5231,1974,"2n Cycle","Married",45894,0,2,"27-02-2014",15,2,7,0,2,1,1,0,3,5,0,3,11
"1178",590,1970,"Master","Divorced",78579,0,0,"22-12-2012",35,66,549,216,66,1,5,6,4,3,0,3,11
"1179",8732,1969,"Master","Widow",67369,0,1,"17-11-2012",81,0,70,37,14,4,7,4,10,4,0,3,11
"1180",2315,1960,"Graduation","Divorced",58401,0,1,"20-04-2014",55,0,11,17,29,1,1,2,2,4,0,3,11
"1181",3515,1952,"Graduation","Single",62307,0,1,"17-02-2014",94,13,34,10,6,1,4,0,4,5,0,3,11
"1182",2245,1969,"Master","Married",43641,1,1,"22-04-2013",50,2,51,4,2,3,2,1,4,6,0,3,11
"1183",6283,1968,"Master","Divorced",63841,0,1,"21-04-2013",64,15,100,20,7,1,9,3,9,6,0,3,11
"1184",2246,1965,"2n Cycle","Married",46891,0,1,"01-09-2013",91,12,23,29,15,1,2,1,4,4,0,3,11
"1185",6606,1969,"Master","Married",70091,1,0,"31-03-2013",11,34,137,15,0,2,5,2,10,8,0,3,11
"1186",5545,1972,"PhD","Married",78075,0,0,"05-04-2014",72,8,259,34,35,1,3,5,5,1,0,3,11
"1187",7342,1961,"2n Cycle","Widow",59184,0,1,"09-09-2012",6,142,113,259,151,3,6,6,12,5,0,3,11
"1188",837,1977,"Graduation","Married",54809,1,1,"11-09-2013",0,6,57,13,13,4,2,1,5,4,0,3,11
"1189",9500,1959,"Graduation","Married",58113,0,1,"25-01-2013",66,104,169,102,78,3,9,2,8,7,1,3,11
"1190",3602,1958,"Master","Married",51412,0,1,"31-12-2013",42,3,29,4,5,2,3,2,4,4,0,3,11
"1191",234,1979,"Graduation","Divorced",15287,1,0,"10-10-2012",60,2,8,4,3,2,1,1,2,7,0,3,11
"1192",2995,1957,"Master","Together",66636,0,0,"17-08-2013",64,10,689,84,10,1,3,4,9,1,0,3,11
"1193",1118,1956,"Master","Married",50965,0,1,"20-02-2013",87,13,85,8,6,3,10,4,5,8,0,3,11
"1194",7789,1965,"PhD","Married",84618,0,0,"22-11-2013",96,100,801,21,66,1,6,9,10,2,0,3,11
"1195",3068,1990,"Graduation","Married",18351,0,0,"29-10-2013",1,12,9,0,14,1,2,0,3,7,0,3,11
"1196",8955,1957,"PhD","Together",40451,0,2,"16-02-2014",54,0,4,0,0,1,1,1,2,5,0,3,11
"1197",945,1965,"Graduation","Together",36317,0,1,"22-05-2013",53,3,25,3,2,2,3,0,4,7,0,3,11
"1198",5644,1957,"Graduation","Together",42213,0,1,"12-10-2013",96,3,24,4,3,2,5,1,7,7,0,3,11
"1199",7192,1955,"Graduation","Together",65748,0,1,"15-04-2013",58,73,93,95,78,2,2,4,10,1,1,3,11
"1200",2324,1972,"Graduation","Together",77044,0,1,"27-10-2013",12,38,242,50,34,2,7,11,11,4,0,3,11
"1201",697,1969,"Graduation","Together",74918,0,0,"12-03-2013",78,59,913,25,19,1,5,9,6,3,0,3,11
"1202",3439,1972,"Graduation","Married",56721,1,1,"31-10-2012",64,6,39,6,13,5,4,1,5,6,0,3,11
"1203",1506,1975,"Graduation","Single",42160,1,1,"28-06-2013",26,9,45,3,15,4,2,1,4,6,0,3,11
"1204",232,1965,"Graduation","Single",61559,0,1,"17-07-2013",8,83,88,32,14,1,4,2,10,3,0,3,11
"1205",8876,1963,"PhD","Together",33629,1,1,"08-08-2012",49,0,16,0,0,5,3,1,4,9,0,3,11
"1206",4500,1991,"PhD","Together",68682,0,0,"06-10-2013",56,0,505,99,30,1,4,9,10,2,0,3,11
"1207",9739,1963,"Graduation","Single",34377,0,1,"19-01-2013",55,0,22,3,1,2,2,2,2,7,0,3,11
"1208",10395,1986,"Basic","Single",8940,1,0,"22-08-2012",25,45,3,4,6,3,3,1,3,8,0,3,11
"1209",1176,1973,"Graduation","Married",26228,1,0,"22-09-2013",50,6,4,3,1,1,1,0,2,8,0,3,11
"1210",1627,1957,"2n Cycle","Divorced",77297,0,0,"26-01-2013",84,61,109,48,122,1,5,7,9,4,0,3,11
"1211",938,1981,"Graduation","Married",40211,1,1,"30-07-2013",30,1,7,2,1,2,2,1,2,8,0,3,11
"1212",2740,1958,"PhD","Widow",33438,1,1,"22-09-2013",81,1,16,3,2,4,2,1,4,5,0,3,11
"1213",257,1959,"PhD","Married",75032,0,1,"28-04-2013",74,12,180,47,12,2,5,4,9,3,0,3,11
"1214",4058,1955,"PhD","Single",61284,0,0,"12-10-2013",76,15,106,20,7,1,11,2,8,6,0,3,11
"1215",7736,1986,"Graduation","Married",22518,1,0,"22-10-2012",36,7,12,2,2,2,2,1,2,5,0,3,11
"1216",8210,1975,"Master","Married",54730,0,1,"15-08-2013",64,3,17,4,7,5,4,1,8,4,0,3,11
"1217",833,1955,"Master","Married",38452,1,1,"30-03-2014",62,0,14,0,0,3,3,0,3,7,0,3,11
"1218",6230,1971,"Graduation","Divorced",44421,1,1,"15-02-2013",53,5,59,7,1,5,5,0,4,8,0,3,11
"1219",7325,1986,"PhD","Together",38197,1,0,"29-06-2013",86,0,11,2,1,1,1,0,3,5,0,3,11
"1220",1307,1978,"Graduation","Divorced",41986,0,1,"09-02-2014",15,5,8,8,3,3,3,0,4,4,0,3,11
"1221",1502,1983,"Graduation","Together",28427,1,0,"21-03-2013",67,3,19,3,3,2,2,0,3,8,0,3,11
"1222",6211,1976,"PhD","Together",37395,1,0,"02-05-2014",47,0,9,0,1,1,1,0,3,6,0,3,11
"1223",843,1971,"Graduation","Married",64722,1,0,"26-05-2014",47,0,280,60,147,4,8,2,11,6,0,3,11
"1224",4174,1956,"Master","Together",55249,0,1,"17-04-2014",81,1,19,2,0,1,2,1,4,3,0,3,11
"1225",9757,1972,"Graduation","Together",84906,0,0,"04-10-2013",98,15,414,99,30,1,5,6,12,2,0,3,11
"1226",6918,1989,"Graduation","Married",28691,1,0,"04-07-2013",56,4,13,8,0,1,1,0,3,8,0,3,11
"1227",286,1952,"Graduation","Single",44213,1,1,"29-11-2013",48,11,35,0,4,4,2,1,5,6,0,3,11
"1228",11086,1984,"Basic","Single",25707,1,0,"18-01-2014",18,6,2,3,6,1,1,0,3,7,0,3,11
"1229",1921,1967,"PhD","Married",59062,2,1,"03-10-2013",74,1,12,3,0,2,2,0,3,4,0,3,11
"1230",4138,1962,"Graduation","Single",76624,0,1,"24-05-2014",68,106,147,54,115,1,5,10,7,1,0,3,11
"1231",7718,1947,"Master","Together",66000,0,0,"20-04-2014",36,51,270,101,0,1,1,3,5,1,0,3,11
"1232",1291,1978,"PhD","Together",27683,1,0,"04-08-2012",90,9,121,12,12,4,6,2,4,8,0,3,11
"1233",6862,1971,"Graduation","Divorced",1730,0,0,"18-05-2014",65,1,3,1,1,15,0,0,0,20,0,3,11
"1234",4136,1992,"Basic","Single",7500,1,0,"03-12-2012",63,17,18,8,26,4,3,2,2,9,0,3,11
"1235",803,1968,"Graduation","Together",40521,1,1,"05-04-2013",82,0,5,0,0,1,0,1,2,5,0,3,11
"1236",4298,1973,"PhD","Together",20427,1,0,"24-03-2014",63,0,4,0,0,1,1,0,2,8,0,3,11
"1237",10833,1975,"Graduation","Married",65106,0,1,"24-05-2014",55,19,133,12,0,3,8,3,13,6,0,3,11
"1238",9606,1965,"PhD","Married",69969,0,0,"27-08-2013",64,29,514,38,29,1,4,2,6,3,0,3,11
"1239",8534,1952,"Graduation","Married",67433,0,2,"16-07-2013",51,28,259,12,48,4,6,5,13,4,0,3,11
"1240",5153,1967,"PhD","Married",77766,0,1,"22-02-2013",97,59,265,115,59,2,11,10,11,6,0,3,11
"1241",961,1972,"Graduation","Married",74716,0,1,"12-09-2013",92,27,421,13,195,2,7,3,5,4,0,3,11
"1242",5011,1963,"Graduation","Divorced",68118,0,1,"18-10-2013",51,23,123,10,23,2,8,9,4,6,0,3,11
"1243",6653,1970,"PhD","Married",55158,1,1,"30-07-2012",72,0,87,4,11,4,7,2,5,7,0,3,11
"1244",9094,1955,"2n Cycle","Married",62972,0,1,"03-08-2012",39,15,47,20,0,2,7,4,3,6,0,3,11
"1245",810,1975,"Graduation","Married",74190,0,1,"12-05-2014",49,81,86,168,91,2,4,2,11,2,0,3,11
"1246",5493,1976,"Graduation","Married",39356,1,1,"19-03-2014",21,0,2,0,0,1,1,0,2,6,0,3,11
"1247",2147,1969,"Graduation","Together",76653,0,0,"16-08-2013",91,63,946,219,189,1,4,7,11,2,0,3,11
"1248",5107,1973,"PhD","Divorced",35860,1,1,"19-05-2014",37,0,8,4,2,2,1,1,2,5,0,3,11
"1249",3979,1983,"PhD","Divorced",90687,0,0,"22-05-2013",98,17,672,23,34,1,6,2,8,2,0,3,11
"1250",6049,1982,"Master","Together",73450,0,0,"05-12-2013",85,51,415,90,69,1,7,8,11,3,0,3,11
"1251",8147,1960,"Graduation","Married",31454,1,1,"06-07-2013",40,0,11,0,0,3,2,0,3,8,0,3,11
"1252",1857,1952,"Graduation","Single",47139,1,1,"06-03-2014",2,0,12,0,2,2,2,1,2,7,0,3,11
"1253",3910,1975,"Graduation","Divorced",83829,0,0,"08-10-2013",78,161,430,186,161,0,4,7,6,1,0,3,11
"1254",5207,1963,"PhD","Married",53378,1,1,"24-09-2012",41,6,152,8,6,10,9,4,6,8,0,3,11
"1255",11114,1970,"Graduation","Together",19656,1,0,"08-02-2013",94,4,9,6,8,3,2,1,3,7,0,3,11
"1256",5429,1948,"PhD","Married",45579,0,1,"20-08-2013",10,1,33,2,1,1,4,1,4,6,0,3,11
"1257",9400,1958,"2n Cycle","Single",85485,0,0,"21-06-2014",73,26,611,44,18,1,6,6,6,2,0,3,11
"1258",1740,1944,"Graduation","Married",55956,0,0,"07-04-2014",22,38,104,50,9,2,7,3,4,4,0,3,11
"1259",7488,1963,"Master","Single",64191,0,1,"22-01-2013",30,15,186,151,38,3,5,3,13,3,0,3,11
"1260",195,1972,"Graduation","Single",38808,1,0,"26-08-2012",21,17,52,3,19,4,5,1,4,8,0,3,11
"1261",635,1966,"Master","Married",57183,1,1,"19-03-2013",51,5,64,7,0,8,9,1,7,8,0,3,11
"1262",7527,1968,"Master","Divorced",23748,1,0,"21-11-2012",97,6,29,12,15,3,2,1,3,8,0,3,11
"1263",10319,1971,"Graduation","Married",66303,0,1,"26-02-2013",56,12,96,16,12,4,3,4,11,8,0,3,11
"1264",2296,1975,"Master","Married",37368,1,0,"16-12-2013",4,2,11,2,2,1,1,0,2,6,0,3,11
"1265",10637,1964,"Graduation","Married",40800,1,2,"01-01-2013",77,0,27,8,30,2,3,0,3,7,1,3,11
"1266",2931,1978,"Graduation","Divorced",71847,0,0,"21-09-2012",95,21,106,55,63,0,6,7,9,3,0,3,11
"1267",907,1975,"Graduation","Married",46149,0,1,"29-11-2013",36,6,71,4,0,5,5,1,7,5,0,3,11
"1268",3698,1983,"Graduation","Together",78687,0,0,"09-08-2012",13,185,687,145,55,1,4,6,8,2,0,3,11
"1269",9516,1971,"2n Cycle","Divorced",49118,0,0,"18-08-2012",90,54,239,99,98,2,9,7,10,7,0,3,11
"1270",679,1957,"PhD","Married",37633,1,1,"20-09-2012",49,4,20,0,0,2,1,0,3,9,0,3,11
"1271",7384,1951,"Master","Together",39767,0,0,"21-07-2013",18,61,204,34,26,2,7,1,7,8,0,3,11
"1272",5043,1951,"Basic","Married",26997,0,0,"05-11-2012",89,23,78,133,49,2,4,2,5,7,0,3,11
"1273",5267,1970,"Graduation","Divorced",33986,1,0,"14-03-2013",43,2,18,2,1,1,1,0,3,7,0,3,11
"1274",339,1972,"PhD","Married",57091,0,1,"23-11-2012",82,0,24,6,0,2,9,2,5,7,0,3,11
"1275",2516,1969,"2n Cycle","Married",46831,1,1,"08-06-2013",84,2,10,6,4,2,1,2,2,4,0,3,11
"1276",9010,1972,"Master","Married",83151,0,0,"10-02-2013",80,147,842,137,42,1,5,7,10,2,0,3,11
"1277",378,1971,"Graduation","Married",52531,0,0,"30-12-2012",68,112,151,51,72,2,7,2,10,6,0,3,11
"1278",4808,1956,"Graduation","Married",15759,0,0,"05-09-2013",12,2,5,6,0,1,1,0,2,7,0,3,11
"1279",5068,1971,"Graduation","Single",22804,1,0,"31-07-2013",75,1,7,2,1,1,2,0,2,9,0,3,11
"1280",7628,1973,"2n Cycle","Married",43050,1,0,"18-03-2014",10,5,24,6,3,2,2,0,4,5,0,3,11
"1281",7128,1977,"PhD","Single",42997,1,1,"07-12-2013",91,0,5,0,1,1,1,0,2,7,0,3,11
"1282",2811,1963,"PhD","Single",48918,1,1,"12-04-2014",21,0,9,0,0,2,1,0,4,4,0,3,11
"1283",3551,1954,"Master","Together",60033,0,1,"29-03-2014",28,1,57,19,11,2,2,1,5,2,0,3,11
"1284",1663,1978,"PhD","Together",34043,1,0,"25-10-2013",97,2,14,3,0,1,2,0,2,9,0,3,11
"1285",5543,1966,"Graduation","Together",57811,0,1,"24-06-2013",49,7,114,37,21,5,7,2,11,5,0,3,11
"1286",1577,1946,"Graduation","Married",78569,0,0,"19-02-2014",14,79,622,207,175,1,4,6,4,1,0,3,11
"1287",10641,1978,"Graduation","Single",7500,1,1,"27-12-2012",5,5,4,13,4,4,2,1,3,6,0,3,11
"1288",5336,1971,"Master","Together",157733,1,0,"04-06-2013",37,1,9,2,0,0,1,0,1,1,0,3,11
"1289",6024,1953,"Graduation","Together",94384,0,0,"04-03-2013",62,24,790,160,45,0,5,8,5,2,0,3,11
"1290",1878,1985,"2n Cycle","Married",23148,0,0,"18-02-2014",83,6,8,6,3,1,2,0,3,7,0,3,11
"1291",3099,1970,"Graduation","Divorced",44267,1,1,"25-02-2013",48,5,65,3,5,5,5,2,4,9,0,3,11
"1292",6055,1979,"Graduation","Married",71626,0,0,"01-11-2012",94,72,376,94,145,1,5,5,8,3,0,3,11
"1293",5841,1966,"Graduation","Together",60894,0,1,"28-06-2013",61,7,155,10,0,5,10,3,8,7,0,3,11
"1294",3972,1976,"Graduation","Together",50200,1,1,"03-04-2013",70,6,51,8,6,6,7,1,5,8,0,3,11
"1295",4394,1965,"PhD","Married",81051,0,0,"23-05-2014",43,29,249,38,29,1,5,5,12,2,0,3,11
"1296",5758,1982,"Graduation","Married",65169,0,0,"14-01-2014",23,0,69,0,0,1,10,4,13,6,0,3,11
"1297",6658,1972,"Graduation","Together",59868,0,1,"22-07-2013",37,51,154,54,10,7,11,2,12,6,0,3,11
"1298",4603,1960,"PhD","Married",65695,0,1,"31-01-2014",50,32,189,0,58,2,5,4,10,4,0,3,11
"1299",8427,1956,"Master","Single",64857,0,0,"23-11-2012",78,14,717,210,0,1,7,5,10,4,0,3,11
"1300",10260,1965,"Master","Together",45143,0,1,"26-08-2013",74,5,74,11,5,3,6,1,5,7,0,3,11
"1301",7143,1955,"2n Cycle","Together",74805,0,1,"06-11-2013",14,162,209,41,162,5,4,7,10,2,0,3,11
"1302",8789,1989,"2n Cycle","Married",59060,1,0,"11-01-2014",77,40,111,36,40,3,3,1,7,4,0,3,11
"1303",6197,1962,"PhD","Single",27238,1,1,"20-04-2013",39,0,17,0,0,3,3,0,3,9,0,3,11
"1304",4554,1965,"Graduation","Together",47009,0,1,"01-10-2013",89,45,73,59,10,4,3,2,8,4,0,3,11
"1305",4937,1973,"2n Cycle","Married",46094,1,1,"10-06-2014",62,2,20,3,2,1,1,0,3,7,0,3,11
"1306",1920,1972,"Graduation","Married",40321,1,1,"29-07-2013",59,4,21,6,0,2,3,0,3,7,0,3,11
"1307",8749,1984,"Graduation","Together",37235,1,0,"01-02-2014",68,2,9,4,6,1,1,1,2,4,0,3,11
"1308",1650,1960,"Master","Married",81843,0,0,"22-04-2013",13,86,537,34,69,1,5,9,12,3,0,3,11
"1309",10377,1958,"Master","Together",46692,0,1,"06-06-2013",37,6,97,24,12,3,6,1,5,6,0,3,11
"1310",9206,1968,"Graduation","Together",77382,0,1,"07-01-2014",36,48,231,112,105,2,5,7,12,1,0,3,11
"1311",10971,1977,"Graduation","Single",37774,2,0,"03-09-2012",28,8,107,7,2,4,7,2,3,9,1,3,11
"1312",6398,1974,"Basic","Married",18393,1,0,"29-03-2014",2,10,13,16,0,2,3,0,3,8,0,3,11
"1313",9212,1962,"Master","Married",72828,0,1,"14-02-2013",17,0,235,19,14,6,6,3,13,7,0,3,11
"1314",7937,1982,"Graduation","Married",24711,0,0,"18-04-2014",86,7,25,6,3,1,3,0,3,7,0,3,11
"1315",839,1975,"PhD","Married",45503,1,0,"25-09-2013",54,4,44,6,1,1,3,1,4,5,0,3,11
"1316",4246,1982,"Master","Single",6560,0,0,"12-12-2013",2,11,26,4,3,0,1,0,1,17,0,3,11
"1317",158,1945,"PhD","Together",71604,0,0,"17-11-2013",3,53,528,98,75,1,8,3,5,4,0,3,11
"1318",4832,1979,"Graduation","Married",27244,1,0,"07-03-2014",84,5,17,3,24,2,2,2,2,7,0,3,11
