"","student_id","hours_studied","attendance","parental_involvement","access_to_resources","sleep_hours","previous_scores","internet_access","family_income","teacher_quality","school_type","gender","exam_score"
"2867",2867,15,61,"High","Low",9,82,"Yes","Medium","High","Public","Male",64
"2868",2868,15,75,"High","Medium",5,94,"No","Low","Medium","Public","Female",62
"2869",2869,23,96,"Medium","Medium",7,81,"Yes","Low","Medium","Private","Male",71
"2870",2870,27,71,"High","Medium",6,75,"Yes","Medium","High","Private","Male",69
"2871",2871,16,71,"Medium","High",6,52,"Yes","High","High","Public","Male",62
"2872",2872,23,72,"Low","Medium",7,84,"Yes","Medium","Medium","Public","Male",66
"2873",2873,7,84,"Medium","High",7,100,"Yes","Low","Medium","Private","Male",64
"2874",2874,16,78,"Low","High",9,90,"Yes","Low","Medium","Public","Male",66
"2875",2875,20,89,"High","Medium",9,82,"Yes","High","High","Public","Female",72
"2876",2876,15,96,"High","High",8,73,"Yes","Medium","Medium","Private","Female",71
"2877",2877,14,87,"Medium","High",7,61,"Yes","Low","Medium","Public","Male",65
"2878",2878,16,68,"Medium","Medium",7,85,"Yes","Medium","Medium","Public","Female",65
"2879",2879,22,97,"Medium","High",8,59,"Yes","Low","Medium","Public","Male",70
"2880",2880,19,71,"Medium","High",9,94,"Yes","High","Medium","Private","Male",68
"2881",2881,7,66,"High","Low",8,68,"Yes","Low","Medium","Public","Male",57
"2882",2882,7,64,"Medium","High",9,70,"Yes","Low","Low","Public","Male",59
"2883",2883,16,83,"Low","Low",6,61,"Yes","Medium","High","Public","Male",64
"2884",2884,23,65,"High","Medium",9,74,"Yes","Medium","High","Private","Male",67
"2885",2885,4,66,"Low","High",8,84,"Yes","Low","High","Public","Female",60
"2886",2886,17,72,"High","High",6,65,"Yes","Low","High","Public","Male",67
"2887",2887,17,71,"Medium","High",7,85,"Yes","Low","Low","Private","Female",65
"2888",2888,28,84,"Medium","Medium",7,81,"Yes","Medium","High","Public","Male",71
"2889",2889,18,93,"Low","Medium",7,69,"Yes","Low","Medium","Public","Male",67
"2890",2890,22,90,"Medium","Medium",7,66,"Yes","Low","Medium","Public","Male",69
"2891",2891,21,70,"High","Medium",5,93,"Yes","Low","Medium","Public","Male",68
"2892",2892,7,70,"Medium","Medium",6,51,"Yes","High","Medium","Private","Female",59
"2893",2893,25,99,"High","High",7,86,"No","Medium","Medium","Public","Female",75
"2894",2894,21,60,"Medium","Medium",6,71,"Yes","Medium","Low","Public","Male",59
"2895",2895,23,95,"High","Medium",6,86,"Yes","Medium","High","Public","Female",71
"2896",2896,44,68,"High","Low",9,75,"Yes","Medium","High","Private","Female",71
"2897",2897,7,98,"Medium","Medium",7,54,"Yes","Medium","High","Private","Female",66
"2898",2898,30,74,"Medium","Low",10,99,"Yes","High","Medium","Private","Male",69
"2899",2899,18,78,"High","Medium",7,54,"No","Low","High","Public","Female",65
"2900",2900,22,88,"Medium","Medium",9,58,"Yes","Low","Medium","Private","Male",68
"2901",2901,20,84,"High","Low",7,71,"Yes","Low","High","Private","Female",68
"2902",2902,17,73,"Medium","Medium",6,97,"Yes","Medium","High","Public","Male",67
"2903",2903,17,82,"High","Medium",7,65,"Yes","Medium","Medium","Public","Male",68
"2904",2904,22,89,"Low","Medium",9,78,"Yes","Medium","Medium","Public","Male",68
"2905",2905,11,62,"High","Medium",7,76,"Yes","High","Medium","Private","Male",88
"2906",2906,25,60,"Medium","High",8,67,"Yes","Medium","High","Public","Female",66
"2907",2907,18,78,"High","Low",7,85,"Yes","Low","Low","Public","Male",67
"2908",2908,13,65,"Medium","High",7,75,"Yes","Medium","High","Private","Male",63
"2909",2909,17,87,"Medium","High",7,79,"Yes","Low","Medium","Public","Female",68
"2910",2910,28,69,"High","Low",6,61,"Yes","Medium","High","Public","Male",65
"2911",2911,17,77,"High","Medium",7,96,"Yes","Low","Low","Private","Male",67
"2912",2912,22,68,"High","High",8,56,"No","Medium","Medium","Private","Male",67
"2913",2913,16,82,"Medium","Medium",7,85,"Yes","High","Medium","Public","Male",67
"2914",2914,25,65,"Medium","Low",7,94,"Yes","Low","High","Public","Male",64
"2915",2915,24,61,"Medium","Medium",8,54,"Yes","Low","Medium","Public","Male",61
"2916",2916,31,62,"Medium","Medium",7,51,"Yes","Medium","Medium","Public","Female",65
"2917",2917,19,98,"Low","High",7,67,"Yes","Medium","Medium","Private","Female",70
"2918",2918,24,66,"Medium","High",8,89,"Yes","Medium","High","Public","Male",67
"2919",2919,21,88,"High","Low",7,86,"Yes","Low","Medium","Private","Male",68
"2920",2920,28,63,"Medium","Medium",7,91,"Yes","Low","Medium","Private","Male",65
"2921",2921,16,64,"High","Medium",8,70,"Yes","High","High","Private","Female",63
"2922",2922,24,80,"Medium","High",7,100,"Yes","High","High","Public","Male",72
"2923",2923,19,79,"High","Medium",7,68,"Yes","High","High","Public","Female",68
"2924",2924,20,98,"Medium","High",7,90,"Yes","Medium","Medium","Public","Male",73
"2925",2925,21,98,"High","Medium",7,68,"Yes","Medium","Medium","Public","Female",71
"2926",2926,22,91,"Medium","High",5,61,"Yes","Low","High","Public","Male",70
"2927",2927,19,84,"High","Medium",7,67,"Yes","Medium","Low","Public","Female",68
"2928",2928,21,78,"Medium","High",10,60,"Yes","High","Medium","Public","Male",68
"2929",2929,29,74,"Medium","Medium",6,56,"Yes","Low","High","Public","Female",68
"2930",2930,26,98,"Low","High",6,68,"Yes","Low","Medium","Private","Male",71
"2931",2931,25,84,"Medium","Medium",10,57,"Yes","Medium","Medium","Public","Male",70
"2932",2932,17,83,"High","Medium",6,75,"Yes","Medium","Medium","Public","Male",67
"2933",2933,15,69,"Low","Medium",9,52,"Yes","High","Medium","Public","Female",61
"2934",2934,26,62,"High","Low",7,72,"Yes","Medium","Medium","Public","Female",64
"2935",2935,25,98,"Low","Medium",7,98,"Yes","Medium","Medium","Public","Male",72
"2936",2936,29,73,"High","Medium",7,68,"Yes","Low","High","Private","Male",67
"2937",2937,16,78,"High","Low",8,57,"Yes","Medium","Medium","Public","Male",65
"2938",2938,19,65,"Medium","Low",5,65,"Yes","High","Medium","Public","Female",64
"2939",2939,10,93,"Low","Medium",7,90,"Yes","Low","Medium","Private","Female",66
"2940",2940,18,61,"Medium","Medium",6,66,"Yes","Medium","High","Public","Female",62
"2941",2941,26,93,"Low","Medium",4,69,"Yes","Low","Medium","Public","Male",70
"2942",2942,17,66,"Medium","Medium",9,89,"No","Medium","High","Public","Female",64
"2943",2943,24,95,"Medium","Low",4,63,"Yes","Low","Medium","Public","Female",70
"2944",2944,19,89,"Medium","Low",10,74,"Yes","Low","Medium","Public","Female",66
"2945",2945,22,67,"Low","High",8,53,"Yes","Medium","High","Public","Male",62
"2946",2946,13,83,"Low","Low",5,59,"Yes","Low","Medium","Private","Female",63
"2947",2947,21,73,"Low","Medium",9,60,"Yes","Medium","Medium","Public","Male",66
"2948",2948,2,67,"Medium","Medium",6,73,"Yes","Low","Medium","Private","Male",58
"2949",2949,19,94,"Medium","High",6,91,"Yes","Low","Medium","Public","Male",70
"2950",2950,10,76,"Medium","Low",4,68,"Yes","High","Low","Private","Male",63
"2951",2951,27,76,"Medium","High",6,69,"Yes","Medium","High","Public","Male",70
"2952",2952,25,67,"High","Medium",6,65,"Yes","Low","Medium","Public","Male",65
"2953",2953,23,75,"Medium","Low",8,66,"Yes","Medium","Low","Public","Male",67
"2954",2954,29,95,"High","Medium",9,70,"No","Low","Medium","Private","Female",73
"2955",2955,14,75,"Medium","Medium",5,95,"Yes","Medium","Medium","Public","Male",82
"2956",2956,30,98,"Low","Medium",7,51,"Yes","Low","Medium","Public","Male",71
"2957",2957,26,98,"Medium","Medium",4,81,"Yes","Low","Medium","Public","Male",73
"2958",2958,19,66,"Medium","High",7,94,"Yes","High","Medium","Public","Female",65
"2959",2959,27,67,"High","Medium",10,71,"Yes","Low","High","Public","Female",67
"2960",2960,13,95,"Medium","Medium",4,83,"No","Low","High","Public","Male",67
"2961",2961,15,76,"High","High",5,79,"Yes","Medium","Medium","Public","Female",69
"2962",2962,16,60,"Medium","High",8,67,"Yes","Low","Medium","Public","Male",61
"2963",2963,17,71,"Medium","Low",8,57,"Yes","Medium","High","Private","Female",64
"2964",2964,14,84,"Low","High",6,61,"Yes","High","Medium","Public","Male",64
"2965",2965,27,92,"Low","Medium",9,53,"Yes","Low","Medium","Public","Male",68
"2966",2966,18,65,"Medium","Low",6,88,"Yes","Medium","Medium","Private","Male",62
"2967",2967,22,64,"Medium","Medium",10,77,"Yes","Medium","Medium","Public","Male",66
"2968",2968,17,97,"High","Low",8,89,"Yes","Low","Medium","Public","Male",70
"2969",2969,9,90,"High","Medium",9,65,"Yes","Medium","Medium","Public","Female",67
"2970",2970,22,84,"Medium","Medium",8,90,"Yes","Medium","Medium","Public","Female",70
"2971",2971,9,91,"Medium","Medium",8,65,"Yes","Medium","Medium","Public","Male",65
"2972",2972,20,77,"Low","Medium",8,56,"Yes","Medium","High","Public","Male",65
"2973",2973,12,90,"Medium","High",9,77,"Yes","Medium","Medium","Public","Male",70
"2974",2974,32,75,"High","Medium",7,97,"Yes","Medium","Medium","Private","Male",72
"2975",2975,25,70,"Medium","Medium",6,71,"Yes","Low","Medium","Public","Female",65
"2976",2976,21,89,"High","High",7,76,"Yes","Medium","Medium","Public","Male",71
"2977",2977,28,77,"High","High",6,73,"Yes","Medium","High","Private","Female",71
"2978",2978,15,99,"Medium","High",6,73,"Yes","High","High","Public","Male",72
"2979",2979,23,74,"Low","Low",9,61,"Yes","Medium","Low","Public","Male",64
"2980",2980,21,97,"Medium","Medium",8,71,"Yes","High","High","Public","Male",72
"2981",2981,22,97,"Low","Medium",8,75,"Yes","Medium","Medium","Private","Male",71
"2982",2982,28,70,"Medium","Medium",9,87,"Yes","Low","Medium","Public","Male",66
"2983",2983,24,92,"High","Low",8,57,"Yes","Medium","Medium","Private","Female",71
"2984",2984,22,77,"Medium","Medium",10,79,"Yes","Medium","Low","Public","Male",67
"2985",2985,10,97,"High","High",4,83,"Yes","Low","High","Public","Male",69
"2986",2986,14,78,"High","Medium",6,69,"Yes","Medium","Medium","Public","Female",67
"2987",2987,19,90,"High","Medium",6,77,"Yes","High","Medium","Public","Male",71
"2988",2988,21,79,"Medium","Low",5,86,"Yes","High","","Private","Female",66
"2989",2989,13,69,"High","High",7,73,"Yes","Medium","Low","Private","Male",62
"2990",2990,34,68,"Medium","Medium",7,67,"Yes","Medium","Medium","Private","Male",67
"2991",2991,29,77,"Medium","Low",10,91,"Yes","Low","Medium","Public","Female",70
"2992",2992,24,90,"High","High",8,99,"Yes","Low","Medium","Public","Female",72
"2993",2993,20,84,"High","High",6,61,"Yes","Medium","Medium","Private","Male",69
"2994",2994,19,88,"Medium","High",8,94,"Yes","Medium","Medium","Public","Male",70
"2995",2995,14,71,"High","High",4,77,"Yes","Medium","Medium","Public","Female",64
"2996",2996,20,79,"Medium","Medium",7,72,"No","Medium","Medium","Public","Male",65
"2997",2997,22,62,"Medium","High",7,95,"Yes","Medium","Medium","Public","Male",66
"2998",2998,13,93,"Low","Medium",6,96,"Yes","High","Medium","Private","Female",68
"2999",2999,22,100,"Medium","Medium",7,64,"Yes","Low","Medium","Private","Female",72
"3000",3000,19,76,"Medium","Low",6,68,"Yes","High","Medium","Public","Female",65
"3001",3001,9,60,"Medium","Low",6,93,"Yes","Low","High","Private","Female",60
"3002",3002,15,67,"Medium","Medium",8,75,"Yes","High","High","Public","Female",63
"3003",3003,18,86,"Low","Low",9,64,"Yes","Low","High","Public","Female",66
"3004",3004,31,84,"Low","Medium",8,98,"Yes","Medium","Medium","Public","Female",73
"3005",3005,23,92,"Medium","Medium",6,61,"Yes","Low","Medium","Public","Male",71
"3006",3006,12,70,"Medium","Medium",6,81,"Yes","Low","Medium","Public","Male",59
"3007",3007,23,91,"Medium","Low",6,71,"Yes","Low","High","Public","Female",70
"3008",3008,11,88,"Medium","Low",7,73,"Yes","Medium","Low","Private","Female",63
"3009",3009,26,73,"Medium","Medium",6,55,"Yes","Medium","Low","Public","Male",67
"3010",3010,17,82,"Low","Medium",9,63,"Yes","Low","Medium","Private","Male",65
"3011",3011,19,66,"Medium","Low",7,58,"Yes","Medium","Low","Public","Female",64
"3012",3012,28,78,"High","Medium",8,87,"Yes","Low","Medium","Public","Male",71
"3013",3013,12,95,"Medium","High",5,85,"Yes","High","Medium","Public","Male",70
"3014",3014,12,77,"Medium","Low",6,90,"Yes","Medium","Low","Public","Female",63
"3015",3015,16,94,"Low","Medium",8,85,"Yes","Low","High","Public","Female",68
"3016",3016,26,84,"Medium","Medium",8,56,"No","Medium","Medium","Public","Female",67
"3017",3017,11,68,"Medium","High",5,99,"Yes","High","Medium","Public","Female",66
"3018",3018,3,83,"High","Low",7,59,"Yes","Medium","High","Public","Male",63
"3019",3019,17,80,"Medium","Medium",7,68,"Yes","Medium","Medium","Private","Female",65
"3020",3020,23,76,"Medium","High",6,85,"Yes","Low","Medium","Public","Male",66
"3021",3021,27,65,"Medium","Medium",8,57,"Yes","Low","Low","Public","Female",65
"3022",3022,17,77,"Low","Medium",5,59,"Yes","Medium","High","Private","Male",65
"3023",3023,18,63,"High","Low",6,94,"Yes","Medium","High","Public","Male",63
"3024",3024,27,64,"Medium","High",8,67,"Yes","Low","Medium","Public","Male",65
"3025",3025,9,77,"Low","High",7,83,"Yes","Low","High","Private","Male",62
"3026",3026,18,72,"Medium","Medium",7,93,"Yes","Medium","Medium","Public","Female",66
"3027",3027,21,97,"Medium","Low",7,99,"Yes","High","Medium","Public","Female",71
"3028",3028,23,75,"Low","Low",8,61,"Yes","Low","Medium","Public","Female",64
"3029",3029,17,90,"Medium","Medium",8,56,"Yes","Medium","Medium","Private","Female",67
"3030",3030,20,81,"Medium","Medium",8,87,"Yes","High","Medium","Private","Male",68
"3031",3031,5,88,"Medium","Medium",7,59,"Yes","Low","Medium","Public","Female",63
"3032",3032,16,70,"Low","Medium",6,79,"Yes","High","High","Public","Female",64
"3033",3033,23,98,"High","High",6,77,"Yes","Low","High","Public","Female",74
"3034",3034,14,81,"Low","Medium",5,78,"Yes","High","High","Public","Male",68
"3035",3035,20,93,"Medium","Medium",6,82,"No","Medium","High","Public","Female",68
"3036",3036,23,75,"High","High",6,93,"No","Medium","Low","Public","Female",69
"3037",3037,18,64,"Low","Medium",9,64,"Yes","Low","Medium","Public","Male",61
"3038",3038,21,87,"Low","High",5,78,"Yes","Low","Medium","Private","Female",69
"3039",3039,14,60,"Low","Low",9,67,"Yes","High","High","Public","Female",61
"3040",3040,19,79,"Medium","High",7,66,"Yes","High","Medium","Public","Male",67
"3041",3041,24,68,"Low","High",7,51,"Yes","Low","Low","Private","Female",63
"3042",3042,21,85,"Medium","Medium",8,80,"Yes","Low","High","Public","Female",68
"3043",3043,16,99,"Medium","Medium",5,99,"No","Low","Medium","Private","Female",68
"3044",3044,21,79,"Medium","Low",6,88,"Yes","High","Medium","Public","Male",67
"3045",3045,24,93,"Low","Medium",5,62,"Yes","High","Medium","Private","Female",69
"3046",3046,8,80,"High","Medium",6,86,"Yes","Low","Medium","Public","Male",64
"3047",3047,27,80,"Low","Low",6,65,"Yes","Low","Medium","Public","Male",67
"3048",3048,18,97,"Medium","High",9,88,"Yes","High","Medium","Public","Female",70
"3049",3049,23,96,"Low","High",6,93,"Yes","Low","Medium","Public","Female",72
"3050",3050,27,91,"Low","High",4,67,"Yes","High","High","Private","Female",71
"3051",3051,12,72,"Medium","Medium",6,50,"Yes","Low","Medium","Public","Male",62
"3052",3052,16,82,"Medium","Medium",8,65,"Yes","Low","Medium","Private","Male",67
"3053",3053,18,69,"Medium","High",9,60,"Yes","Low","Medium","Public","Female",64
"3054",3054,15,78,"Medium","Medium",7,81,"Yes","Medium","Low","Public","Male",64
"3055",3055,30,79,"High","Medium",6,65,"Yes","Low","Medium","Public","Female",70
"3056",3056,15,93,"Medium","Medium",7,52,"Yes","Low","Medium","Public","Female",68
"3057",3057,17,96,"Medium","Medium",8,77,"Yes","Medium","Medium","Public","Female",70
"3058",3058,21,77,"Medium","Low",5,94,"Yes","Medium","High","Public","Male",65
"3059",3059,13,61,"Low","Low",7,73,"Yes","High","Medium","Public","Female",59
"3060",3060,18,94,"Medium","Medium",7,69,"Yes","Medium","High","Public","Female",69
"3061",3061,22,67,"Medium","Medium",7,59,"Yes","Low","High","Public","Male",67
"3062",3062,18,85,"Medium","High",7,69,"Yes","Low","Medium","Private","Male",68
"3063",3063,19,61,"Medium","Medium",6,67,"Yes","Medium","Medium","Public","Male",62
"3064",3064,17,76,"High","Medium",8,100,"No","High","Medium","Private","Male",65
"3065",3065,11,99,"High","Medium",7,52,"Yes","High","High","Private","Female",69
"3066",3066,22,64,"Medium","Medium",7,62,"Yes","Low","Medium","Private","Female",65
"3067",3067,31,77,"High","Low",5,53,"Yes","Medium","Medium","Public","Female",68
"3068",3068,20,72,"High","Low",8,93,"Yes","Low","High","Public","Male",68
"3069",3069,21,96,"High","Medium",6,71,"No","Medium","Medium","Public","Female",71
"3070",3070,24,95,"Medium","Low",9,90,"Yes","Low","Low","Public","Male",71
"3071",3071,12,70,"High","Medium",5,85,"Yes","High","Medium","Public","Female",66
"3072",3072,30,63,"Medium","High",8,96,"Yes","Low","Medium","Private","Female",71
"3073",3073,21,85,"Medium","Medium",4,51,"Yes","Low","Medium","Public","Female",66
"3074",3074,30,73,"High","Low",4,60,"Yes","Low","Low","Private","Female",66
"3075",3075,16,87,"High","High",6,85,"Yes","Medium","High","Public","Female",69
"3076",3076,31,61,"Medium","Medium",4,79,"Yes","Low","Low","Public","Female",65
"3077",3077,25,65,"High","Low",8,85,"Yes","Low","Medium","Public","Female",66
"3078",3078,23,87,"Medium","Low",7,79,"Yes","Medium","Medium","Public","Male",67
"3079",3079,21,68,"Medium","Medium",9,79,"Yes","High","High","Private","Female",66
"3080",3080,19,94,"Medium","Medium",7,97,"Yes","Medium","Medium","Public","Female",69
"3081",3081,27,62,"High","Low",7,96,"Yes","Low","Medium","Public","Male",66
"3082",3082,21,69,"High","Medium",7,52,"Yes","Low","Medium","Public","Male",64
"3083",3083,8,100,"High","High",6,71,"Yes","Low","High","Public","Female",70
"3084",3084,13,77,"Low","Medium",6,76,"No","Medium","Low","Private","Male",62
"3085",3085,19,88,"Low","Medium",5,68,"Yes","Low","Low","Public","Male",67
"3086",3086,22,67,"Low","Medium",8,52,"Yes","Medium","Low","Public","Female",60
"3087",3087,20,84,"Low","Low",7,74,"Yes","High","Medium","Public","Female",66
"3088",3088,27,89,"Medium","Medium",7,99,"Yes","Medium","High","Public","Female",72
"3089",3089,8,73,"Medium","High",10,54,"Yes","Medium","Medium","Public","Male",63
"3090",3090,21,93,"Low","Low",6,91,"Yes","High","Medium","Public","Male",69
"3091",3091,9,84,"High","High",7,60,"Yes","Low","Medium","Private","Male",66
"3092",3092,25,76,"Medium","Medium",7,79,"Yes","Medium","Medium","Public","Male",69
"3093",3093,19,82,"High","Medium",9,69,"Yes","Medium","Medium","Private","Male",68
"3094",3094,23,83,"Medium","Low",7,67,"Yes","Low","Low","Public","Female",66
"3095",3095,15,67,"Medium","Medium",7,94,"Yes","High","Low","Private","Male",63
"3096",3096,28,76,"Medium","Medium",10,99,"Yes","Medium","Medium","Public","Male",70
"3097",3097,26,74,"Medium","Medium",6,69,"Yes","Low","High","Public","Male",68
"3098",3098,24,76,"Medium","Medium",7,82,"Yes","Medium","Medium","Public","Male",68
"3099",3099,19,90,"Medium","Medium",8,78,"Yes","Low","Medium","Private","Male",67
"3100",3100,23,79,"High","High",6,54,"Yes","Low","Medium","Public","Male",67
"3101",3101,16,98,"High","Low",8,52,"Yes","Low","High","Public","Female",69
"3102",3102,25,72,"Medium","Medium",6,89,"Yes","Low","High","Public","Male",68
"3103",3103,30,77,"Medium","Low",9,70,"Yes","Medium","High","Public","Male",67
"3104",3104,26,91,"High","Medium",8,65,"Yes","Medium","High","Public","Male",70
"3105",3105,16,82,"High","High",7,99,"Yes","Medium","Medium","Public","Male",70
"3106",3106,22,82,"Medium","Low",5,54,"Yes","Medium","Medium","Public","Male",66
"3107",3107,12,62,"High","High",6,63,"Yes","Low","Medium","Private","Male",61
"3108",3108,23,76,"Low","High",7,93,"Yes","Low","Medium","Public","Male",68
"3109",3109,23,71,"Low","Medium",8,71,"Yes","Low","Low","Public","Female",64
"3110",3110,9,100,"Low","Low",7,79,"Yes","Low","Medium","Public","Male",66
"3111",3111,13,72,"Low","High",8,52,"Yes","High","High","Private","Male",65
"3112",3112,18,95,"Medium","High",8,96,"Yes","Medium","Low","Public","Male",73
"3113",3113,18,87,"Low","Low",8,57,"No","High","High","Public","Male",66
"3114",3114,13,74,"High","High",7,61,"Yes","Low","Medium","Public","Male",65
"3115",3115,22,82,"Medium","High",7,58,"Yes","Medium","Medium","Public","Male",68
"3116",3116,22,94,"Medium","Medium",7,75,"Yes","Low","High","Public","Male",69
"3117",3117,19,95,"Low","High",6,91,"Yes","Medium","High","Public","Male",72
"3118",3118,15,66,"Medium","Medium",9,63,"Yes","Medium","Medium","Private","Male",63
"3119",3119,26,74,"Low","Medium",8,57,"Yes","Medium","Medium","Private","Male",65
"3120",3120,30,73,"High","Medium",9,70,"Yes","Medium","Medium","Public","Male",69
"3121",3121,17,62,"High","Low",6,99,"Yes","Medium","Medium","Private","Female",62
"3122",3122,16,84,"Medium","High",8,51,"Yes","Medium","Medium","Public","Female",66
"3123",3123,23,94,"Low","Low",9,75,"Yes","Low","Medium","Private","Female",69
"3124",3124,18,75,"High","Medium",9,83,"Yes","Low","Medium","Public","Female",67
"3125",3125,19,90,"Medium","High",5,90,"Yes","Low","Medium","Public","Female",94
"3126",3126,24,85,"Medium","Medium",7,87,"Yes","Medium","Medium","Private","Female",71
"3127",3127,9,75,"Medium","Medium",7,54,"Yes","Low","Medium","Public","Female",61
"3128",3128,28,66,"High","Medium",9,73,"Yes","Low","Medium","Public","Male",68
"3129",3129,20,88,"Medium","Medium",4,54,"Yes","High","Low","Public","Male",66
"3130",3130,18,94,"High","High",5,81,"Yes","High","Low","Public","Female",71
"3131",3131,19,87,"Low","Medium",9,54,"Yes","Low","High","Public","Female",66
"3132",3132,20,61,"Low","Medium",6,52,"Yes","Low","Low","Private","Male",60
"3133",3133,10,69,"Medium","Medium",5,65,"Yes","Medium","Medium","Private","Female",60
"3134",3134,29,63,"Low","Low",9,97,"No","Medium","High","Public","Male",66
"3135",3135,20,83,"Medium","Low",5,85,"Yes","High","High","Public","Male",67
"3136",3136,23,90,"Low","Low",9,50,"Yes","Medium","Medium","Private","Male",67
"3137",3137,26,64,"Medium","Medium",5,64,"Yes","High","Medium","Public","Male",64
"3138",3138,14,94,"Medium","Medium",5,51,"Yes","Medium","High","Public","Male",66
"3139",3139,23,82,"High","Low",7,65,"Yes","Medium","High","Public","Female",68
"3140",3140,18,88,"High","Low",6,84,"Yes","Medium","High","Public","Female",70
"3141",3141,25,99,"High","Medium",7,88,"Yes","Low","Medium","Private","Female",75
"3142",3142,7,63,"High","High",10,90,"Yes","Low","Medium","Private","Male",86
"3143",3143,19,96,"Medium","Medium",7,95,"Yes","Medium","High","Private","Female",73
"3144",3144,16,65,"Medium","Low",9,68,"Yes","High","Medium","Public","Male",61
"3145",3145,23,76,"High","High",7,93,"Yes","Medium","Medium","Private","Male",68
"3146",3146,23,94,"Medium","High",8,86,"Yes","Low","High","Public","Female",70
"3147",3147,16,96,"Medium","Medium",4,77,"Yes","High","High","Public","Male",71
"3148",3148,16,80,"High","Medium",8,98,"Yes","Medium","High","Private","Male",71
"3149",3149,19,84,"Medium","Medium",8,97,"Yes","Medium","Medium","Public","Male",68
"3150",3150,15,88,"High","High",6,95,"Yes","Low","Medium","Public","Female",70
"3151",3151,25,93,"Medium","Medium",10,60,"Yes","Medium","Medium","Public","Male",70
"3152",3152,18,65,"Medium","High",6,60,"Yes","Medium","High","Private","Female",62
"3153",3153,3,92,"High","Low",5,95,"Yes","Medium","Medium","Public","Female",67
"3154",3154,18,79,"Medium","Medium",8,70,"Yes","Medium","Medium","Public","Female",68
"3155",3155,14,78,"High","High",5,90,"Yes","Medium","Medium","Public","Female",68
"3156",3156,10,77,"High","High",7,84,"Yes","Low","High","Private","Male",64
"3157",3157,13,80,"Medium","High",9,88,"Yes","High","High","Public","Male",68
"3158",3158,21,98,"Low","High",8,51,"Yes","Medium","Medium","Public","Male",69
"3159",3159,28,82,"Medium","High",7,71,"Yes","Medium","High","Public","Male",70
"3160",3160,22,98,"Medium","Medium",6,93,"Yes","Low","Medium","Public","Female",73
"3161",3161,16,67,"High","Medium",9,74,"Yes","High","High","Public","Male",66
"3162",3162,23,89,"Low","Medium",5,85,"Yes","Low","Medium","Public","Male",68
"3163",3163,17,92,"Low","Medium",8,88,"No","High","Medium","Public","Female",68
"3164",3164,16,87,"Low","Medium",10,56,"Yes","Medium","High","Private","Female",65
"3165",3165,13,84,"Medium","Medium",8,58,"Yes","Low","Low","Public","Female",66
"3166",3166,9,83,"High","Low",7,86,"Yes","Low","Medium","Public","Female",62
"3167",3167,18,94,"Low","Low",7,53,"Yes","Medium","High","Private","Female",67
"3168",3168,21,93,"Medium","High",6,67,"Yes","Medium","High","Public","Female",73
"3169",3169,19,65,"Medium","Low",6,96,"Yes","Medium","High","Private","Male",65
"3170",3170,18,94,"High","Low",7,79,"Yes","High","Medium","Private","Female",70
"3171",3171,14,77,"High","Medium",8,96,"Yes","Medium","Medium","Public","Male",68
"3172",3172,24,70,"High","Medium",9,65,"Yes","Medium","Low","Private","Male",67
"3173",3173,12,95,"Low","Medium",4,82,"Yes","Low","Medium","Public","Male",66
"3174",3174,25,77,"Medium","Low",4,64,"Yes","Low","Medium","Public","Female",65
"3175",3175,14,92,"High","Low",9,56,"Yes","Medium","Medium","Public","Female",66
"3176",3176,15,71,"High","High",7,100,"Yes","Low","Low","Public","Male",66
"3177",3177,11,60,"Medium","High",7,59,"Yes","Low","Medium","Public","Male",60
"3178",3178,17,80,"High","Low",8,59,"Yes","High","High","Public","Female",66
"3179",3179,26,64,"High","Medium",7,92,"Yes","Low","High","Private","Female",68
"3180",3180,23,90,"Medium","Medium",10,90,"Yes","Low","Medium","Public","Male",72
"3181",3181,26,71,"Low","High",8,99,"No","Medium","Medium","Public","Male",68
"3182",3182,23,78,"Medium","Medium",6,54,"Yes","Low","Medium","Public","Female",67
"3183",3183,13,63,"High","Medium",6,55,"Yes","Medium","Low","Public","Male",62
"3184",3184,18,71,"Medium","Medium",7,72,"Yes","High","High","Public","Female",66
"3185",3185,15,91,"High","Medium",6,80,"Yes","Low","Medium","Private","Male",69
"3186",3186,28,66,"Medium","Medium",10,52,"Yes","Low","High","Public","Male",64
"3187",3187,13,86,"Low","Medium",7,58,"No","Medium","Medium","Private","Male",63
"3188",3188,25,97,"Low","High",5,85,"Yes","High","Medium","Public","Male",74
"3189",3189,25,87,"High","Medium",8,83,"Yes","Medium","High","Private","Male",72
"3190",3190,31,92,"Medium","Medium",9,54,"No","Low","Medium","Private","Male",71
"3191",3191,18,64,"Low","High",9,97,"Yes","Medium","Medium","Public","Female",64
"3192",3192,24,70,"High","High",6,63,"No","Low","Medium","Public","Male",65
"3193",3193,34,96,"Medium","Medium",5,94,"Yes","Medium","High","Public","Female",75
"3194",3194,16,89,"High","Medium",9,96,"Yes","Medium","Low","Public","Male",69
"3195",3195,11,86,"Medium","Medium",5,75,"Yes","Medium","Low","Public","Female",65
"3196",3196,9,87,"Low","Low",8,71,"No","Low","High","Public","Male",60
"3197",3197,24,77,"Medium","Medium",6,64,"Yes","High","Medium","Public","Male",69
"3198",3198,9,62,"High","High",9,90,"Yes","High","Medium","Public","Male",65
"3199",3199,18,91,"Low","Medium",5,60,"Yes","High","High","Private","Male",67
